Subject,Chapter,Question No,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Image Reference
Oral Pathology & Medicine,Developmental Disturbances,95,A 6 year old patient with extra cusp on maxillary central incisor is associated with all except,Mohr’s syndrome,Sturge-Weber Syndrome,Rubinstein Taybi Syndrome,Proteus Syndrome,D,"Talon cusp is an additional cusp on the lingual surface of anterior teeth, containing normal enamel and dentin and a horn of pulp; it is reported with Mohr, Rubinstein-Taybi and Sturge-Weber syndromes.",
Oral Pathology & Medicine,Developmental Disturbances,96,Taurodontism is seen in,Klinefelter’s syndrome,Sturge weber syndrome,Down syndrome,Turner syndrome,A,Taurodontism is associated with Klinefelter syndrome and can also occur in trichodento-osseous syndrome.,
Oral Pathology & Medicine,Developmental Disturbances,97,Static bone cyst is a cyst developing from,Infection of Salivary gland in the mandible,Tissue of the odontogenic apparatus,Tissue of the oral mucosa,None of the above,D,A static/Stafne bone cyst is a developmental inclusion of salivary gland tissue adjacent to the lingual surface of the mandibular body.,
Oral Pathology & Medicine,Developmental Disturbances,98,Most common site for melanotic neuroectodermal tumour of infancy (MNTI),Maxilla,Mandible,Ethmoid bone,Cervical spine,A,"Melanotic neuroectodermal tumor of infancy is an uncommon osteolytic pigmented tumor of newborns, usually affecting the maxilla and thought to be related to neural crest cells.",
Oral Pathology & Medicine,Developmental Disturbances,99,"A girl suffering from browning of teeth, wearing of enamel but not cavity. OPG shows obliteration of pulp with narrowing of canal & deposition of secondary dentin, the history that out of her 4 brothers, 2 are suffering from the same disease. She is suffering from",Amelogenesis imperfecta,Dentinogenesis imperfecta,Fluorosis,Odontodysplasia,B,Dentinogenesis imperfecta is autosomal dominant and causes gray-yellow/brown opalescent teeth with abnormal dentin and reduced/obliterated pulp spaces; a family history supports the diagnosis.,
Oral Pathology & Medicine,Developmental Disturbances,100,Cysts associated with vital teeth are,"Dentigerous cyst, Globulomaxillary cyst, lateral periodontal cyst, OKC","Dentigerous cyst, Globulomaxillary cyst, radicular cyst","Dentigerous cyst, OKC, radicular cyst",‘B’ & ‘C’,A,Radicular cyst is the common inflammatory odontogenic cyst and is associated with a non-vital tooth; the other listed cysts are developmental lesions.,
Oral Pathology & Medicine,Developmental Disturbances,101,Failure of descent of thyroid analage can be seen in the tongue,In anterior 2/3 of dorsal aspect,In posterior 1/3 of dorsal aspect,Near the base of tongue close to foramen caecum,In anterior 2/3 of inferior surface,C,Lingual thyroid represents thyroid tissue that failed to descend to its normal position and is usually located near the foramen cecum at the base of the tongue.,
Oral Pathology & Medicine,Developmental Disturbances,102,Premaxilla-premaxillary cyst,Nasoalveolar cyst,Nasopalatine cyst,Incisive canal,Globulomaxillary cyst,D,Globulomaxillary cyst was traditionally described as a fissural cyst in the incisive suture between the premaxilla and maxilla.,
Oral Pathology & Medicine,Developmental Disturbances,103,Geographic tongue is of red colour because of,Infiltration of eosinophils,Infiltration of neutrophils,Both of the above,None of the above,D,"Geographic tongue appears red because the affected areas have loss/desquamation of filiform papillae and a thin epithelium, allowing the underlying red tissue to show through.",
Oral Pathology & Medicine,Developmental Disturbances,104,"According to Veau’s classification of cleft lip & palate, isolated cleft palate falls under",Group I,Group II,Group III,Group IV,B,"In Veau classification, Group II involves defects of both the hard and soft palate.",
Oral Pathology & Medicine,Developmental Disturbances,105,Developmental enamel defects are most commonly seen in,Primary incisors,Primary 2nd molar,Permanent incisors,Permanent 1st molar,C,"Enamel hypoplasia most often affects teeth developing during the period of the insult; central/lateral incisors, cuspids and first molars are commonly involved in the first-year pattern described in the source.",
Oral Pathology & Medicine,Developmental Disturbances,106,"Based on the degree to which apical displacement of the pulpal floor is seen, “Cynodont” is the name given to",Hypotaurodont,Mesotaurodont,Hypertaurodont,Normal tooth,D,"Cynodont refers to a normal tooth form with a relatively small pulp chamber and normal cervical constriction, contrasted with taurodont forms where the pulp floor is displaced apically.",
Oral Pathology & Medicine,Developmental Disturbances,107,Fordyce granules mostly occurs in all of the following areas EXCEPT,Vermillion of the lip,Posterior tonsillar pillar,Alveolar ridge,Palate,C,"Fordyce granules commonly occur on buccal mucosa, vermilion/labial mucosa and other oral sites; the alveolar ridge is not a typical listed site.",
Oral Pathology & Medicine,Developmental Disturbances,108,Brittle bone syndrome is caused by,Improper synthesis of collagen,Polymerisation of collagen,Increase osteoclastic activity,Increase fibroblastic activity,A,"Osteogenesis imperfecta (brittle bone disease/Lobstein syndrome) results from mutations affecting type I procollagen, altering collagen structure and bone strength.",
Oral Pathology & Medicine,Developmental Disturbances,109,A 7-year-old child having yellowish discoloured spot of maxillary central incisor. His mother presents a history of injury to deciduous tooth 3 years back with recurrent infections & swelling. The diagnosis is,Turners hypoplasia,Generalised dental fluorosis,Syphilitic hypoplasia,Rickets hypomineralisation,A,"Turner’s hypoplasia occurs when infection or trauma of a primary predecessor disturbs the enamel-forming cells of the developing permanent tooth, causing localized discoloration/pitting.",
Oral Pathology & Medicine,Developmental Disturbances,110,"Marked reduction in amount of dentin, widening of predentin layer, presence of large area of interglobular dentin and irregular pattern of dentin is seen in",Hypocalcified dentin,Odonto dysplasia,Dentin dysplasia,Dentinogenesis imperfecta,B,"Regional odontodysplasia ('ghost teeth') shows thin enamel and dentin, a very large pulp chamber, reduced radiodensity and a marked reduction in dentin with widened predentin/interglobular dentin.",
Oral Pathology & Medicine,Developmental Disturbances,111,Amelogenesis imperfecta is a disorder of,Ectoderm,Mesoderm,Endoderm,Ecto and Mesoderm,A,Amelogenesis imperfecta is a collection of inherited enamel defects and is entirely ectodermal because enamel is ectoderm-derived.,
Oral Pathology & Medicine,Developmental Disturbances,112,"A child has marked difference of crown, root size, eruption pattern of left & right side of jaw. The condition is",Crouzan syndrome,Hemifacial hypertrophy,Cherubism,Achondroplasia,B,"Hemifacial hypertrophy is an asymmetrical developmental overgrowth of one side of the face, with enlargement of facial structures and corresponding differences in tooth size, development and eruption.",
Oral Pathology & Medicine,Developmental Disturbances,113,"Hypodontia is mainly found in all, except",Papillon lefevre syndrome,Osteopetrosis,Cleidocranialdysostosis,Ectodermal dysplasia,B,"Osteopetrosis results from failure of osteoclastic bone resorption, producing increased bone density; dental findings include delayed eruption and increased susceptibility to infection/extraction complications.",
Oral Pathology & Medicine,Developmental Disturbances,114,Most characteristic feature of mandibulofacial dysostosis is,Normal hearing,Normal vision with coloboma,Mandibular prognathism,Vertical maxillary excess,B,"Treacher Collins syndrome is a craniofacial developmental disorder characterized by antimongoloid palpebral fissures, malar/mandibular hypoplasia, external ear deformity, high palate, macrostomia and malocclusion.",
Oral Pathology & Medicine,Developmental Disturbances,115,How will you differentiate between fibrous dysplasia and facial hemiatrophy?,Size of the face,Distance between the anatomical soft tissue landmarks from midline,"Shape, size and difference in eruption pattern of teeth",Shape of tooth and supporting structures,C,"Facial hemiatrophy causes progressive wasting of skin, subcutaneous tissue, muscle and bone on one side of the face. Fibrous dysplasia instead causes expansion/deformity and can disturb eruption without preventing tooth formation.",
Oral Pathology & Medicine,Developmental Disturbances,116,A true cyst which is derived from stellate reticulum and grows in place of tooth is known as,Primordial cyst,Eruption cyst,Dentigerous cyst,Radicular cyst,A,A primordial cyst was traditionally described as developing from cystic change in the stellate reticulum of a tooth germ before mineralization; the source also notes that the term has largely been replaced by odontogenic keratocyst.,
Oral Pathology & Medicine,Developmental Disturbances,117,"Supernumerary tooth, tooth with in tooth is most commonly seen in",Max. lateral incisors,Mandibular 2nd premolar,Mandibular incisors,Maxillary central and lateral incisors,A,The permanent maxillary lateral incisor is a common site for a supplemental supernumerary tooth and for dens invaginatus caused by invagination of the enamel organ.,
Oral Pathology & Medicine,Developmental Disturbances,118,The gene that defines the localization of the tooth germs is,Fgf-8,Bmp-2,Dlx-5,Pax-9,D,"PAX9 is a transcription factor required for tooth morphogenesis; the source describes the interaction of BMPs, FGFs, MSX genes and PAX9 in localization and development of tooth germs.",
Oral Pathology & Medicine,Developmental Disturbances,119,Which condition is depicted in the CT picture given below?,Mandibular tori,Torus palatinus,Complex odontoma,Sialolithiasis,A,"Torus mandibularis is a bony exostosis/outgrowth on the lingual surface of the mandible, commonly opposite the bicuspid/premolar region.",
Oral Pathology & Medicine,Developmental Disturbances,120,The condition highlighted by the arrow in the occlusal radiograph in a 8 year old child could be due to,Non-vital tooth,Impacted tooth,Ghost tooth,Mesiodens,D,Mesiodens is a peg-shaped conical supernumerary tooth between the permanent central incisors and may rotate or displace adjacent incisors.,
Oral Pathology & Medicine,Developmental Disturbances,121,Maximum incidence of developmental defects is seen in,Primary incisor,Permanent incisors,Permanent mandibular first molar,Primary mandibular second molar,B,"Permanent maxillary lateral incisors are frequently associated with developmental anomalies such as microdontia/peg laterals, dens invaginatus, partial anodontia, talon cusp and other abnormalities.",
Oral Pathology & Medicine,Developmental Disturbances,122,True about enameloma,A globule like structure usually found on root due to misplaced ameloblast,True neoplasm of ameloblast,Tumor resembling enamel present on gingiva,Tumor of ameloblast which fall to differentiate terminally,A,"Enameloma is a small globule of enamel, usually on the root of a molar, thought to arise from Hertwig’s epithelial root sheath before it loses enamel-forming ability.",
Oral Pathology & Medicine,Developmental Disturbances,123,Median rhomboid glossitis is associated,Burning mouth syndrome,Fungal infection,Bacterial infection,Absence of filiform papillae,D,"The source table distinguishes tongue conditions by papillae: benign migratory glossitis has desquamation of filiform papillae, median rhomboid glossitis has absent filiform papillae, hairy tongue has hypertrophic filiform papillae, and strawberry tongue has swollen hyperemic fungiform papillae.",
